Name,Synonym,CAS,SMILES,CID
Regorafenib Hydrochloride,BAY73-4506 hydrochloride,835621-07-3,Cl.CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1,
Pamidronic acid,,40391-99-9,NCCC(O)(P(O)(O)=O)P(O)(O)=O,
Crizotinib hydrochloride,PF-02341066 hydrochloride,1415560-69-8,Cl.C[C@@H](Oc1cc(cnc1N)-c1cnn(c1)C1CCNCC1)c1c(Cl)ccc(F)c1Cl,
Prednisone acetate,Prednisone 21-acetate,125-10-0,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,
Alectinib hydrochloride,CH5424802 (Hydrochloride) ; RO5424802 (Hydrochloride) ; AF-802 (Hydrochloride),1256589-74-8,Cl.CCc1cc2C(=O)c3c([nH]c4cc(ccc34)C#N)C(C)(C)c2cc1N1CCC(CC1)N1CCOCC1,
Bendamustine,SDX105,16506-27-7,Cn1c(CCCC(O)=O)nc2cc(ccc12)N(CCCl)CCCl,
Gambogenic acid,,173932-75-7,[H][C@@]12C[C@H]3C=C4C(=O)c5c(O)c(C\C=C(/C)CC\C=C(/C)C)c(O)c(C\C=C(/C)C)c5O[C@@]14[C@@](C\C=C(\C)C(O)=O)(OC2(C)C)C3=O,
FT113,,1630808-89-7,OC1(CC1)C(=O)N1CCN(CC1)C(=O)c1ccc(cc1)-c1nc2ccc(F)cc2o1,
Trifluoperazine,trifluoroperazine,117-89-5,CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,
Adagrasib,MRTX849,2326521-71-3,CN1CCC[C@H]1COc1nc2CN(CCc2c(n1)N1CCN([C@@H](CC#N)C1)C(=O)C(F)=C)c1cccc2cccc(Cl)c12,
Phentolamine,,50-60-2,Cc1ccc(cc1)N(CC1=NCCN1)c1cccc(O)c1,
Valrubicin,AD-32,56124-62-0,CCCCC(OCC([C@]1(O)CC2=C(C(O)=C3C(C4=C(C(C3=C2O)=O)C=CC=C4OC)=O)[C@@H](O[C@]5C[C@](NC(C(F)(F)F)=O)[C@](O)[C@](C)O5)C1)=O)=O,
Ripretinib,DCC-2618,1442472-39-0,CCn1c2cc(NC)ncc2cc(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)c1=O,
CADD522,MFCD00167693,199735-88-1,OC(=O)C1C2CC(C=C2)C1C(=O)Nc1ccc(Cl)c(Cl)c1,
TED-347,,2378626-29-8,FC(F)(F)c1cccc(Nc2ccccc2C(=O)CCl)c1,
Gboxin,,2101315-36-8,[Cl-].CCc1n(CC(=O)O[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c2ccccc2[n+]1C,
RA-9,,919091-63-7,[O-][N+](=O)c1ccc(\C=C2/CNC\C(=C/c3ccc(cc3)[N+]([O-])=O)C2=O)cc1,
Dabrafenib Mesylate,GSK2118436 Mesylate; GSK 2118436B,1195768-06-9,CS(O)(=O)=O.CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1,
Savolitinib,Volitinib; HMPL-504; AZD-6094,1313725-88-0,C[C@H](N1N=NC2=NC=C(N=C12)C1=CN(C)N=C1)C1=CN2C=CN=C2C=C1,
Pralsetinib,Blu667,2097132-94-8,COC1(CCC(CC1)C1=NC(C)=CC(NC2=NNC(C)=C2)=N1)C(=O)N[C@@H](C)C1=CN=C(C=C1)N1C=C(F)C=N1,
MN58b,,203192-01-2,[Br-].[Br-].CN(C)C1=CC=[N+](CC2=CC=C(CCCCC3=CC=C(C[N+]4=CC=C(C=C4)N(C)C)C=C3)C=C2)C=C1,
ILK-IN-3,,6975-75-3,COC1=CC=C(C=C1)N=NC2=C(NN=C2N)N,
Nemorubicin,Methoxymorpholinyldoxorubicin ; PNU 152243 ; PNU-152243A,108852-90-0,CO[C@@H]1CN(CCO1)[C@H]1C[C@H](O[C@H]2C[C@@](O)(Cc3c(O)c4C(=O)c5cccc(OC)c5C(=O)c4c(O)c23)C(=O)CO)O[C@@H](C)[C@H]1O,
WYC-210,,2131803-93-3,CC1(C)CCS(=O)c2ccc(cc12)C#Cc1ncc(cn1)C(O)=O,
Bakuchiol,,10309-37-2,CC(=CCC[C@@](C)(C=C)/C=C/C1=CC=C(C=C1)O)C,
Ceritinib dihydrochloride,LDK378 dihydrochloride; Ceritinib dihydrochloride,1380575-43-8,Cl.Cl.CC(C)Oc1cc(C2CCNCC2)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,
Lenvatinib mesylate,E7080 (mesylate),857890-39-2,CS(O)(=O)=O.COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,
Masitinib mesylate,AB-1010 mesylate,1048007-93-7,CS(O)(=O)=O.CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nc(cs3)-c3cccnc3)c2)CC1,
TBOPP,,1996629-79-8,FC(F)(F)c1cccc(c1)-c1ccc(cc1)C(=O)Cn1cc(ccc1=O)S(=O)(=O)N1CCCC1,
Ribociclib succinate,LEE011 succinate,1374639-75-4,OC(=O)CCC(O)=O.CN(C)C(=O)c1cc2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n1C1CCCC1,
Pemigatinib,INCB054828,1513857-77-6,CCN(C(N(C(C(F)=C(OC)C=C1OC)=C1F)C2)=O)C(C2=CN3)=C4C3=NC(CN5CCOCC5)=C4,
Metoprine,,7761-45-7,Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,
ETHYL 5-HYDROXY-2-METHYLINDOLE-3-CARBOXYLATE,,7598-91-6,CCOC(=O)c1c(C)nc2ccc(O)cc12,
TMIFRY8XAG,"4-oxo-1,4-dihydroquinoline-2-carboxylic acid",3312-04-7,C1=CC(=CC=C1C(CCCCl)C2=CC=C(C=C2)F)F,
SR-717,,2375421-09-1,[Li+].[O-]C(=O)c1cc(F)c(F)cc1NC(=O)c1ccc(nn1)-n1ccnc1,
XD14,,1370888-71-3,CCN(CC)S(=O)(=O)c1ccc(O)c(NC(=O)c2[nH]c(C)c(C(C)=O)c2CC)c1,
Naphthazarin,"DHNQ; 5,8-Dihydroxy-1,4-naphthoquinone",475-38-7,Oc1ccc(O)c2C(=O)C=CC(=O)c12,
Sotorasib,AMG-510; sotorasib,2296729-00-3,CC(C)c1nccc(C)c1-n1c2nc(c(F)cc2c(nc1=O)N1CCN(C[C@@H]1C)C(=O)C=C)-c1c(O)cccc1F,
Picrocrocin,,138-55-6,CC1=C(C=O)C(C)(C)C[C@@H](C1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,
Orelabrutinib,ICP-022,1655504-04-3,NC(=O)c1ccc(nc1-c1ccc(Oc2ccccc2)cc1)C1CCN(CC1)C(=O)C=C,
Toxoflavin,Xanthothricin; Toxoflavine; PKF-118-310,84-82-2,Cn1ncnc2c1nc(=O)n(C)c2=O,
Nilotinib monohydrochloride monohydrate,Nilotinib (monohydrochloride monohydrate); AMN107 (monohydrochloride monohydrate),923288-90-8,O.Cl.Cc1cn(cn1)-c1cc(NC(=O)c2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)cc(c1)C(F)(F)F,
Pentamidine,,100-33-4,NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(N)=N)cc1,
CAL-101,GS-1101,1146702-54-6,O=C1N(C2=CC=CC=C2)C([C@@H](NC3=C4N=CNC4=NC=N3)C)=NC5=C1C(F)=CC=C5,
Nandrolone phenylpropionate,Nandrolone phenpropionate,62-90-8,CC12CCC3C(C1CCC2OC(=O)CCC4=CC=CC=C4)CCC5=CC(=O)CCC35,
Isopsoralenoside,,905954-18-9,OC[C@H]1O[C@@H](Oc2c(\C=C/C(O)=O)ccc3occc23)[C@H](O)[C@@H](O)[C@@H]1O,
MYCi975,NUCC-0200975,2289691-01-4,Cn1nc(cc1-c1ccc(OCc2ccc(Cl)cc2)c(-c2ccc(Cl)c(c2)C(F)(F)F)c1O)C(F)(F)F,
Olutasidenib,FT-2102,1887014-12-1,C[C@H](Nc1ccc(C#N)n(C)c1=O)c1cc2cc(Cl)ccc2[nH]c1=O,
Telotristat ethyl,LX1606,1033805-22-9,CCOC(=O)[C@@H](N)Cc1ccc(cc1)-c1cc(O[C@H](c2ccc(Cl)cc2-n2ccc(C)n2)C(F)(F)F)nc(N)n1,
Temoporfin,m-THPC; KW2345,122341-38-2,Oc1cccc(c1)-c1c2CCc(n2)c(-c2cccc(O)c2)c2ccc([nH]2)c(-c2cccc(O)c2)c2ccc(n2)c(-c2cccc(O)c2)c2ccc1[nH]2,
Loxoribine,7-Allyl-8-oxoguanosine; RWJ 21757,121288-39-9,Nc1nc2n([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c(=O)n(CC=C)c2c(=O)[nH]1,
4-Methoxycoumarine,,20280-81-3,COc1cc(=O)oc2ccccc12,
BI-3812,,2166387-64-8,CNC(=O)COc1cc2cc(Nc3nc(ncc3Cl)N3CCC(CC3)C(=O)N(C)C)cc(OC)c2n(C)c1=O,
Sonidegib diphosphate,Erismodegib diphosphate; Sonidegib diphosphate; LDE225 diphosphate; NVP-LDE 225 diphosphate,1218778-77-8,OP(O)(O)=O.OP(O)(O)=O.C[C@H]1CN(C[C@@H](C)O1)c1ccc(NC(=O)c2cccc(-c3ccc(OC(F)(F)F)cc3)c2C)cn1,
Rucaparib monocamsylate,Rucaparib Camsylate,1859053-21-6,CC1(C)[C@@H]2CC[C@@]1(CS(O)(=O)=O)C(=O)C2.CNCc1ccc(cc1)-c1[nH]c2cc(F)cc3C(=O)NCCc1c23,
12-O-Methylcarnosic acid,,62201-71-2,[H][C@@]12CCc3cc(C(C)C)c(OC)c(O)c3[C@]1(CCCC2(C)C)C(O)=O,
Temozolomide Acid,TMZA,113942-30-6,Cn1nnc2c(ncn2c1=O)C(O)=O,
Regorafenib monohydrate,,1019206-88-2,O.CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1,
CTPI-2,,68003-38-3,OC(=O)c1ccccc1NS(=O)(=O)c1ccc(Cl)c(c1)[N+]([O-])=O,
CL2A-SN-38 DCA   1279680-68-0(free base),,T17731L,OC(=O)C(Cl)Cl.OC(=O)C(Cl)Cl.CCc1c2Cn3c(cc4c(COC(=O)[C@@]4(CC)OC(=O)OCc4ccc(NC(=O)[C@H](CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn5cc(CNC(=O)C6CCC(CN7C(=O)C=CC7=O)CC6)nn5)cc4)c3=O)-c2nc2ccc(O)cc12,
Fucoxanthin,all-trans-Fucoxanthin,3351-86-8,O=C(/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C([H])=[C@@]=C([C@@]1(O)C)C(C)(C[C@H](OC(C)=O)C1)C)C[C@]2(C3(C)C)[C@@](C)(C[C@@H](O)C3)O2,
β-Boswellic acid,Beta-boswellic acid,631-69-6,C[C@]12[C@@](CC=C3[C@]2(CC[C@]4(C)[C@@]3([H])[C@H]([C@H](C)CC4)C)C)([H])[C@@]5([C@@]([C@](C)([C@H](O)CC5)C(O)=O)([H])CC1)C,
Trilaciclib hydrochloride,G1T28 hydrochloride,1977495-97-8,O=C1C2=CC3=CN=C(NC4=CC=C(N5CCN(C)CC5)C=N4)N=C3N2C6(CCCCC6)CN1.[H]Cl.[H]Cl,
Methoxyamine HCl,TRC102; TRC 102; TRC-102; Methoxyamine,593-56-6,CON.Cl,
MSA-2,,129425-81-6,O=C(C1=CC(C(S1)=C2)=CC(OC)=C2OC)CCC(O)=O,
Fluzoparib,"SHR3162, HS10160",1358715-18-0,C1CN2C(=NC(=N2)C(F)(F)F)CN1C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,
Foslinanib Sodium,TRX818 Sodium,1256037-62-3,O=C1C=C(C2=CC=CC(F)=C2)NC3=C1C(OP([O-])([O-])=O)=C(OC)C=C3.[Na+].[Na+],
Capmatinib 2HCl.H2O,INC-280 hydrochloride; INCB28060 hydrochloride; NVP-INC280,1865733-40-9,O=C(NC)C1=CC=C(C2=NN3C(N=C2)=NC=C3CC4=CC=C5N=CC=CC5=C4)C=C1F.[H]Cl.[H]Cl.[H]O[H],
Arglabin,(+)-Arglabin,84692-91-1,C[C@]1(CC[C@](C2=C)([H])[C@@](OC2=O)([H])[C@@]3([H])C(C)=CC4)[C@]34O1,
Psoralenoside,,905954-17-8,O=C(O)/C=C\C1=C(O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)C=C(OC=C3)C3=C1,
"3,​5,​6,​7,​8,​3',​4'-​Heptemthoxyflavone","3,3',4',5,6,7,8-heptamethoxyflavone",1178-24-1,O=C1C(OC)=C(C2=CC=C(OC)C(OC)=C2)OC3=C(OC)C(OC)=C(OC)C(OC)=C13,
13-Methylberberine chloride,13-Methylberberine,54260-72-9,CC1=C(C=CC(OC)=C2OC)C2=C[N+]3=C1C4=CC(OCO5)=C5C=C4CC3.[Cl-],
Methyl caffeate,Methyl caffeate acid,3843-74-1,O=C(OC)/C=C/C1=CC=C(O)C(O)=C1,
Piperlonguminine,,5950-12-9,O=C(NCC(C)C)/C=C/C=C/C1=CC=C(OCO2)C2=C1,
Copanlisib dihydrochloride,BAY 80-6946 dihydrochloride,1402152-13-9,O=C(C1=CN=C(N)N=C1)NC2=NC3=C(C=CC(OCCCN4CCOCC4)=C3OC)C5=NCCN25.[H]Cl.[H]Cl,
Isolongifolene,(-)-Isolongifolene,1135-66-6,CC1(C)[C@]23CC[C@](C3)([H])C(C)(C)C2=CCC1,
PF-06726304,,1616287-82-1,O=C1N(CC2=C(C)C=C(C)NC2=O)CCC3=C1C(Cl)=C(C4=C(C)ON=C4C)C=C3Cl,
Bavachalcone,,28448-85-3,O=C(C1=CC(C/C=C(C)\C)=C(O)C=C1O)/C=C/C2=CC=C(O)C=C2,
GYY4137,GYY 4137 morpholine salt,106740-09-4,SP(N1CCOCC1)(C2=CC=C(OC)C=C2)=S.N3CCOCC3,
AG-120 (racemic),,1448346-63-1,O=C1CC[C@@H](C(N(C(C(NC2CC(F)(F)C2)=O)C3=CC=CC=C3Cl)C4=CC(F)=CN=C4)=O)N1C5=NC=CC(C#N)=C5,
Sotorasib racemate,AMG-510 racemate,2252403-56-6,C[C@H]1CN(CCN1C2=NC(=O)N(C3=NC(=C(C=C32)F)C4=C(C=CC=C4F)O)C5=C(C=CN=C5C(C)C)C)C(=O)C=C,
W-7 hydrochloride,W-7 HCl; W-7 hydrochloride; W-7 hydrochloride; W-7 hydrochloride; W-7 HCl; W 7 HCl; W7 HCl,61714-27-0,C1=CC2=C(C=CC=C2Cl)C(=C1)S(=O)(=O)NCCCCCCN.Cl,
NITIDINE,,6872-57-7,C[N+]1=CC2=CC(=C(C=C2C3=C1C4=CC5=C(C=C4C=C3)OCO5)OC)OC,
Poricoic acid B,,137551-39-4,CC(=CCCC([C@H]1[C@@H](C[C@@]2([C@@]1(CC=C3C2=CC[C@H]([C@]3(C)CCC(=O)O)C(=C)C)C)C)O)C(=O)O)C,
Diphyllin,,22055-22-7,COC1=C(C=C2C(=C1)C(=C3C(=C2O)COC3=O)C4=CC5=C(C=C4)OCO5)OC,
Isoschaftoside,,52012-29-0,C1[C@@H]([C@@H]([C@H]([C@@H](O1)C2=C(C(=C3C(=C2O)C(=O)C=C(O3)C4=CC=C(C=C4)O)[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O)O,
Catharanthine Tartrate(2468-21-5(free base)),,T2782L,CCC1=C[C@H]2C[C@]3([C@@H]1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC.C(C(C(=O)O)O)(C(=O)O)O,
Peretinoin,NIK333,81485-25-8,CC(=CCC/C(=C/CC/C(=C/C=C/C(=C/C(=O)O)/C)/C)/C)C,
Hexaminolevulinate hydrochloride,Hexyl 5-aminolevulinate hydrochloride; P-1206; 5-Aminolevulinic acid hexyl ester hydrochloride,140898-91-5,CCCCCCOC(=O)CCC(=O)CN.Cl,
Treosulfan,NSC 39069; Treosulphan,299-75-2,CS(=O)(=O)OC[C@@H]([C@H](COS(=O)(=O)C)O)O,
KKI-5 acetate(97145-43-2 free base),,TP1792L,CC([C@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H]1CCCN1C(C)=O)=O)CC2=CC=CC=C2)=O)CCC/N=C(N)\N)=O)CO)=O)C(N[C@H](C(N)=O)CCC(N)=O)=O)C.CC(O)=O,
IMT1B,"3-Piperidinecarboxylic acid, 1-[(2R)-2-[[4-(2-chloro-4-fluorophenyl)-2-oxo-2H-1-benzopyran-7-yl]oxy]-1-oxopropyl]-, (3S)-; LDC203974",2304621-06-3,C[C@H](C(=O)N1CCC[C@@H](C1)C(=O)O)OC2=CC3=C(C=C2)C(=CC(=O)O3)C4=C(C=C(C=C4)F)Cl,
PIN1 inhibitor API-1,,680622-70-2,C1=CC(=CC=C1CNC(=O)C(F)(F)F)COC2=NC(=NC3=C2NC=N3)N,
Metyrosine,α-Methyltyrosine,672-87-7,C[C@](C(O)=O)(N)CC1=CC=C(O)C=C1,
Vindesine sulfate,Desacetyl Vinblastine amide; Desacetylvinblastine amide; DAVA; DVA; VDS,59917-39-4,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O.OS(=O)(=O)O,
Pamiparib,BGB-290; Pamiparib,1446261-44-4,C[C@]12CCCN1CC3=NNC(=O)C4=C5C3=C2NC5=CC(=C4)F,
PAR-2-IN-1,IUN76750; PAR-2-IN-1,1690176-75-0,CC(C)(C)C1=CC(=NN2C1=NC(=C2)C(=O)OC)Cl,
AMD 3465 hexahydrobromide,GENZ-644494 (hexahydrobromide),185991-07-5,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CNCC3=CC=CC=N3.Br.Br.Br.Br.Br.Br,
Abarelix,R3827; PPI 149,183552-38-7,C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)N)NC(=O)[C@H](CC2=CC=C(C=C2)O)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](CC3=CN=CC=C3)NC(=O)[C@@H](CC4=CC=C(C=C4)Cl)NC(=O)[C@@H](CC5=CC6=CC=CC=C6C=C5)NC(=O)C,
JNJ-63576253 free base,JNJ-63576253; TRC253,2110426-27-0,C1CC2(C1)C(=O)N(C(=S)N2C3=CN=C(C=C3)OC4CCNCC4)C5=CC(=C(N=C5)C#N)C(F)(F)F,
HS-1793,,927885-00-5,C1=CC2=C(C=CC(=C2)O)C=C1C3=C(C=C(C=C3)O)O,
Germinone A,"3-Methyl-5-((3-nitro-[1,1'-biphenyl]-4-yl)oxy)furan-2(5H)-one",T9007,O=C1OC(OC2=CC=C(C3=CC=CC=C3)C=C2[N+]([O-])=O)C=C1C,
EN4,EN4 MYC inhibitor; EN4,1197824-15-9,CCOC1=CC=C(C=C1)OC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)CNC(=O)C=C,
Hirsutine,,7729-23-9,O=C(OC)/C([C@H]([C@H](CN1CC2)CC)C[C@]1([H])C3=C2C(C=CC=C4)=C4N3)=C/OC,
Ginsenoside Ra3,,90985-77-6,CC12C3(C(C(O)CC1C4(C(C(C)(C(OC5C(C(C(O)C(CO)O5)O)OC6OC(C(O)C(O)C6O)CO)CC4)C)CC2)C)C(C(CC/C=C(C)/C)(C)OC7OC(C(O)C(O)C7O)COC8C(C(C(O)C(CO)O8)OC9C(C(C(O)CO9)O)O)O)CC3)C,
5-Geranoxy-7-methoxycoumarin,,7380-39-4,CC(=CCCC(=CCOC1=CC(=CC2=C1C=CC(=O)O2)OC)C)C,
TJ191,,1522415-97-9,CCCCCCCC1=CC(C(OC)=O)=C(N)S1,
WM-3835,,2229025-70-9,O=C(NNS(=O)(=O)C=1C=CC=C(O)C1)C2=CC(=CC(=C2F)C)C=3C=CC=CC3,
Juglanin,,5041-67-8,O=C1C(O[C@H]2[C@@H]([C@H]([C@H](CO)O2)O)O)=C(C3=CC=C(O)C=C3)OC4=CC(O)=CC(O)=C14,
Imperialine 3-β-D-glucoside,Sipeimine-3-beta-D-glucoside,67968-40-5,[H][C@]12C[C@H](CC[C@@]1([C@]3(C[C@]4([C@@]5(CN6C[C@H](CC[C@]6([C@@](O)([C@@]5(CC[C@]4([C@@]3(CC2=O)[H])[H])[H])C)[H])C)[H])[H])[H])C)O[C@H]7[C@H](O)[C@@H](O)[C@H](O)[C@H](O7)CO,
CC-885,,1010100-07-8,Cc(ccc(NC(NCc(cc1)cc(CN2C(CCC(N3)=O)C3=O)c1C2=O)=O)c1)c1Cl,
Yadanziolide A,,95258-14-3,C[C@]([C@@H](C[C@H]1OC([C@@H]2O)=O)C(C)=CC3=O)([C@@H]([C@H]([C@@H]([C@@]4(CO)OC5)O)O)[C@]15[C@@]24O)[C@@H]3O,
"7,3',4'-Tri-O-methylluteolin","5-Hydroxy-3',4',7-trimethoxyflavone; 7,3',4'-Tri-O-methylluteolin",29080-58-8,COc(cc1O)cc(OC(c(cc2)cc(OC)c2OC)=C2)c1C2=O,
Alloimperatorin,Prangenidin,642-05-7,CC(C)=CCc(c1c2occ1)c(C=CC(O1)=O)c1c2O,
Bacopasaponin C,,178064-13-6,CC(C)([C@H](CC1)[C@](C)(CC2)[C@@H](CC3)[C@]1(C)[C@@](C1)(CO[C@]11OC[C@H]4C=C(C)C)[C@H]3[C@H]1[C@@]4(C)O)[C@H]2O[C@@H]([C@@H]([C@H]1O[C@@H]([C@@H]([C@H]2O)O)O[C@H](CO)[C@H]2O)O[C@@H]([C@@H]2O)O[C@@H](CO)[C@@H]2O)OC[C@@H]1O,
3'-​O-​Acetylhamaudol,,30358-88-4,O=C1C(C(O)=C(C[C@H](OC(C)=O)C(C)(C)O2)C2=C3)=C3OC(C)=C1,
Gadopentetic acid,Gd-DTPA; gadolinium complex,80529-93-7,O=C1[O-][Gd+3]23([O-]C4=O)([O-]C5=O)([O-]C6=O)([N](CC[N]3(C5)C6)(C1)CC[N]2(C7)C4)[O-]C7=O.[H+].[H+],
"1,4-Anthraquinone",,635-12-1,O=C(C=C1)c2cc3ccccc3cc2C1=O,
Acridone,Acridone,578-95-0,O=C1c(cccc2)c2Nc2c1cccc2,
SCR130,"1,7,9-Triazaspiro[4.5]dec-1-ene-6,10-dione, 2,4-bis(4-chlorophenyl)-8-thioxo-",2377858-38-1,O=C(NC(NC1=O)=S)C21C(C3=CC=C(Cl)C=C3)CC(C4=CC=C(Cl)C=C4)=N2,
Procyanidin A2,,41743-41-3,O[C@H](C1)[C@@H](c(cc2)cc(O)c2O)Oc2c1c(O)cc1c2[C@H]([C@H]2O)c(c(O)cc(O)c3)c3O[C@@]2(c(cc2)cc(O)c2O)O1,
Persicogenin,,28590-40-1,O=C1C[C@@H](C2=CC=C(OC)C(O)=C2)OC3=CC(OC)=CC(O)=C13,
Pinostrobin,,480-37-5,COc1cc(O[C@@H](CC2=O)c3ccccc3)c2c(O)c1,
Phenyl-β-D-glucopyranoside,,1464-44-4,O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OC2=CC=CC=C2,
S55746,BLC201,1448584-12-0,Oc(cc1)ccc1N(C(c1c(CCCC2)n2c(-c(cc2OCOc2c2)c2C(N(C2)[C@H](CN3CCOCC3)Cc3c2cccc3)=O)c1)=O)c1ccccc1,
UNC3230,UNC 3230,1031602-63-7,NC(c1c(NC(C2CCCCC2)=O)sc(Nc2ccccc2)n1)=O,
IACS-13909,IACS 13909,2160546-07-4,NC1(C)CCN(C2=CN=C3C(NN=C3C4=CC=CC(Cl)=C4Cl)=N2)CC1,
RS-25344 hydrochloride,RS 25344 hydrochloride,152815-28-6,O=C1N(C2=CC=CC([N+]([O-])=O)=C2)C3=NC=CC=C3C(N1CC4=CC=NC=C4)=O.[H]Cl,
USP7-IN-8,"Benzamide, 4-[6-amino-4-ethyl-5-(4-hydroxyphenyl)-3-pyridinyl]-N-methyl-; GNE-6776",2009273-60-1,O=C(NC)C1=CC=C(C2=C(CC)C(C3=CC=C(O)C=C3)=C(N)N=C2)C=C1,
AST5902 mesylate(2412155-74-7 free base),,2412155-75-8,OS(=O)(C)=O.C=CC(NC1=CC(NC2=NC=CC(C3=CN(C)C4=C3C=CC=C4)=N2)=C(OCC(F)(F)F)N=C1N(C)CCNC)=O,
WSB1 Degrader 1,,2306039-66-5,NC1=NC(C2=CC=C(OC)C(C)=C2)=C(C3=CC=C(OC)C(C)=C3)C=C1,
Loureirin C,,116384-24-8,COc1c(CCC(c(cc2)ccc2O)=O)ccc(O)c1,
Tirabrutinib hydrochloride,ONO-4059 (hydrochloride); GS-4059 (hydrochloride),1439901-97-9,O=C1N(C2=CC=C(OC3=CC=CC=C3)C=C2)C4=C(N)N=CN=C4N1[C@H]5CN(C(C#CC)=O)CC5.[H]Cl,
Fatostatin,Fatostatin A; 125B11,125256-00-0,CCCC1=NC=CC(C2=NC(C3=CC=C(C)C=C3)=CS2)=C1,
PFI-90,"2-Pyridinecarboxylic acid, 2-(2-pyridinyl)hydrazide",53995-62-3,O=C(C1=NC=CC=C1)NNC2=NC=CC=C2,
Rapanone,"2,5-Dihydroxy-3-tridecylcyclohexa-2,5-diene-1,4-dione; 2,5-Dihydroxy-3-tridecyl-[1,4]benzoquinone",573-40-0,CCCCCCCCCCCCCC(C(C(O)=CC1=O)=O)=C1O,
"4-Amino-6-(trifluoromethyl)benzene-1,3-disulfonamide","4-Amino-6-(trifluoromethyl)benzene-1,3-d; 2,4-Disulfamyl-5-trifluoromethylaniline; 2-amino-4-trifluoromethyl-1,5-benzendisulfonamide",654-62-6,Nc(cc(C(F)(F)F)c(S(N)(=O)=O)c1)c1S(N)(=O)=O,
Eribulin mesylate,B1939 mesylate; E7389 mesylate; ER-086526 mesylate,441045-17-6,[H][C@@]12O[C@]3(CCC4CC(C[C@H]5[C@@H](O[C@@H]([C@@H]5OC)C[C@@H](CN)O)C[C@H]6O[C@@H](CC[C@@H]7O[C@@H](CC[C@@]89C[C@H]([C@@H]2O9)O[C@H]1[C@H]([C@]3(O4)[H])O8)CC7=C)C[C@H](C6=C)C)=O)[H].CS(=O)(O)=O,
Beta-mangostin,β-Mangostin,20931-37-7,CC(C)=CCc(c(O)c(c(Oc(cc1O)c2c(CC=C(C)C)c1OC)c1)C2=O)c1OC,
H3B-120,,2194903-42-7,O=C(N1CCC(C(NC2=NC(C)=CS2)=O)CC1)N(C)CC3=CC=CC=C3,
Ensartinib hydrochloride,Ensartinib dihydrochloride; X-396 dihydrochloride,2137030-98-7,Cl.Cl.CC1CN(CC(C)N1)C(=O)C2=CC=C(NC(=O)C3=NN=C(N)C(=C3)OC(C)C4=C(Cl)C(=CC=C4Cl)F)C=C2,
Lobaplatin,D-19466,135558-11-1,CC1[O-][Pt+2]2([NH2]CC3C(CC3)C[NH2]2)[O-]C1=O,
Menin-MLL inhibitor 20,,2448173-47-3,CC(C)(C)OC(N[C@H]1CN(Cc2cc(C(Nc(cc3)ccc3-c([nH]3)cc4c3ncnc4N3CCOCC3)=O)ncc2)CCC1)=O,
